2019-04-15,29,29,55,66
2019-04-16,33,31,56,65
2019-04-17,31,28,54,64
2019-04-18,40,31,55,66
2019-04-22,45,34,55,66
2019-04-23,47,39,55,66
2019-04-24,47,35,55,66
2019-04-25,54,40,57,69
2019-04-26,52,39,56,66
2019-04-29,49,39,53,66
2019-04-30,50,37,53,66
2019-05-02,45,37,52,64
2019-05-03,45,36,53,67
2019-05-06,44,37,50,64
2019-05-07,48,39,49,63
2019-05-08,56,45,55,66
2019-05-09,54,46,54,64
2019-05-10,50,45,52,65
2019-05-13,39,36,47,62
2019-05-14,44,37,48,62
2019-05-15,31,36,46,61
2019-05-16,27,31,43,61
2019-05-17,28,32,42,60
2019-05-20,37,38,47,61
2019-05-21,51,45,50,63
2019-05-22,51,45,50,64
2019-05-23,50,44,48,64
2019-05-24,45,41,46,62
2019-05-27,54,45,50,65
2019-05-28,61,53,51,65
2019-05-29,66,52,53,65
2019-05-30,70,53,57,65
2019-05-31,68,55,55,64
2019-06-03,69,58,57,66
2019-06-04,67,58,57,65
2019-06-05,64,57,55,65
2019-06-06,72,59,59,66
2019-06-07,74,64,60,66
2019-06-10,75,62,59,67
2019-06-11,77,65,59,69
2019-06-12,74,63,59,68
2019-06-13,76,67,61,69
2019-06-14,74,66,61,68
2019-06-17,68,66,61,69
2019-06-18,71,69,62,70
2019-06-19,79,72,65,74
2019-06-21,82,75,70,75
2019-06-24,81,77,70,76
2019-06-25,75,74,67,74
2019-06-26,77,75,68,76
2019-06-27,76,74,68,75
2019-06-28,79,76,70,75
2019-07-01,77,76,68,75
2019-07-02,74,77,68,74
2019-07-03,81,78,72,76
2019-07-04,85,83,75,79
2019-07-05,84,84,75,78
2019-07-08,87,85,77,78
2019-07-10,84,89,78,80
2019-07-11,83,88,77,81
2019-07-12,81,88,75,80
2019-07-15,81,87,74,80
2019-07-16,78,87,75,80
2019-07-17,76,87,75,80
2019-07-18,77,88,77,80
2019-07-19,69,85,75,78
2019-07-22,71,82,74,78
2019-07-23,62,81,75,76
2019-07-24,63,81,73,75
2019-07-25,58,79,72,76
2019-07-26,60,79,74,76
2019-07-29,62,79,74,77
2019-07-30,64,81,73,77
2019-07-31,59,79,73,76
2019-08-01,58,77,71,75
2019-08-02,53,76,70,76
2019-08-05,45,74,67,72
2019-08-06,50,75,69,73
2019-08-07,54,74,69,74
2019-08-08,60,79,72,76
2019-08-09,60,77,74,77
2019-08-12,57,73,71,72
2019-08-13,61,73,73,72
2019-08-14,46,67,67,71
